termKey,canonical,aliases,tier,df,domains,topN出处,sampleEvidence,decision,note
商标转让,商标转让,,mid,5,1,trademark-exam-guide-2021:tmeg-03-03-03；trademark-exam-guide-2021:tmeg-05-04-01-03；trademark-exam-guide-2021:tmeg-05-06-02；trademark-exam-guide-2021:tmeg-06-02-05-04；trademark-exam-guide-2021:tmeg-06-02-05-05-08,已办理商标转让申请手续的,,
声音标志,声音标志,,mid,5,1,trademark-exam-guide-2021:tmeg-01-02-03-01-03；trademark-exam-guide-2021:tmeg-01-02-03-01-04-04-01；trademark-exam-guide-2021:tmeg-01-02-04-02-01；trademark-exam-guide-2021:tmeg-01-02-04-03-02；trademark-exam-guide-2021:tmeg-06-08-03,声音标志,,
使用意图,使用意图,,mid,5,1,trademark-exam-guide-2021:tmeg-03-02-01-07；trademark-exam-guide-2021:tmeg-06-02-05-03-04；trademark-exam-guide-2021:tmeg-06-02-05-03-05；trademark-exam-guide-2021:tmeg-06-02-05-05-07；trademark-exam-guide-2021:tmeg-06-16-02-02-02-03,不能提供相关商标使用证据或说明使用意图的,,
异议人,异议人,,mid,5,1,trademark-exam-guide-2021:tmeg-01-03-02-01；trademark-exam-guide-2021:tmeg-04-03-03-03；trademark-exam-guide-2021:tmeg-04-03-05-01；trademark-exam-guide-2021:tmeg-06-01-02-03；trademark-exam-guide-2021:tmeg-06-02-05-05-04,异议人应符合,,
变更代理机构,变更代理机构,变更商标代理机构,mid,4,1,trademark-exam-guide-2021:tmeg-01-03-05-03；trademark-exam-guide-2021:tmeg-01-05-01-09-01；trademark-exam-guide-2021:tmeg-03-01-02-02；trademark-exam-guide-2021:tmeg-03-01-02-03,解除与原代理机构委托关系并委托新的代理机构的声明和新的代理委托书,,
布图设计登记,布图设计登记,,mid,4,1,ic-layout-regulations-2026:icld-01-05；ic-layout-regulations-2026:icld-05-05；ic-layout-regulations-2026:icld-06-01；ic-layout-regulations-2026:icld-06-02,申请布图设计登记,,
初步审定,初步审定,,mid,4,1,trademark-exam-guide-2021:tmeg-03-01-03-03；trademark-exam-guide-2021:tmeg-03-02-01-05；trademark-exam-guide-2021:tmeg-06-03-02-02-09-05；trademark-exam-guide-2021:tmeg-06-05-02,已经初步审定尚未注册的或已经核准注册的,,
存活证明,存活证明,,mid,4,2,examination-guideline:01-01-05；examination-guideline:03-01-05-05；implementation-rules:rule-02-11；implementation-rules:rule-11-08,自申请日起四个月内提交保藏单位出具的保藏证明和存活证明,,
答辩人,答辩人,,mid,4,1,trademark-exam-guide-2021:tmeg-01-03-04-01；trademark-exam-guide-2021:tmeg-04-03-03-02；trademark-exam-guide-2021:tmeg-04-03-03-03；trademark-exam-guide-2021:tmeg-04-03-03-04,答辩人应与被异议商标注册申请人名义一致,,
代理权限,代理权限,,mid,4,1,trademark-exam-guide-2021:tmeg-01-01-05-02；trademark-exam-guide-2021:tmeg-01-04-03-04-04；trademark-exam-guide-2021:tmeg-01-04-06；trademark-exam-guide-2021:tmeg-01-04-07,代理权限、代理事项及授权日期,,
单一性恢复费,单一性恢复费,,mid,4,2,examination-guideline:01-02-15；examination-guideline:03-01-07；examination-guideline:03-02-05；implementation-rules:rule-11-16,发出缴纳单一性恢复费通知书,,
电子申请,电子申请,,mid,4,2,examination-guideline:05-04-03；trademark-exam-guide-2021:tmeg-04-01-05-06；trademark-exam-guide-2021:tmeg-04-01-05-07；trademark-exam-guide-2021:tmeg-04-02-11-01,当事人以电子申请方式提交的电子文件,,
复审费,复审费,,mid,4,2,examination-guideline:03-01-07；examination-guideline:04-02-02；examination-guideline:05-02-01；implementation-rules:rule-10-01,国际申请的申请人缴纳复审费和年费确有困难的,,
复审和无效审理部,复审和无效审理部,复审和无效审理部门,mid,4,1,examination-guideline:02-08-08；examination-guideline:04-01-01；examination-guideline:04-02-02；examination-guideline:05-07-04,复审和无效审理部对复审请求进行受理和审查,,
公共资源,公共资源,,mid,4,1,trademark-exam-guide-2021:tmeg-06-02-05-03-03；trademark-exam-guide-2021:tmeg-06-02-05-05-06；trademark-exam-guide-2021:tmeg-06-16-02-01；trademark-exam-guide-2021:tmeg-06-16-02-02-02-01,景点名称、行业术语等公共资源,,
共有人,共有人,,mid,4,2,patent-law:law-01-14；trademark-exam-guide-2021:tmeg-03-02-01-03-02；trademark-exam-guide-2021:tmeg-03-02-02-03；trademark-exam-guide-2021:tmeg-03-03-03,共有人可以单独实施或者以普通许可方式许可他人实施该专利,,
国际放弃,国际放弃,,mid,4,1,trademark-exam-guide-2021:tmeg-04-02-02；trademark-exam-guide-2021:tmeg-04-02-12-02；trademark-exam-guide-2021:tmeg-04-06-08-02-01；trademark-exam-guide-2021:tmeg-04-06-08-02-02,国际放弃,,
国际公布,国际公布,,mid,4,2,examination-guideline:03-01-05-11；examination-guideline:03-01-06；examination-guideline:03-02-03；implementation-rules:rule-11-15,没有完成国际公布的申请,,
国际删减,国际删减,,mid,4,1,trademark-exam-guide-2021:tmeg-04-02-02；trademark-exam-guide-2021:tmeg-04-02-12-02；trademark-exam-guide-2021:tmeg-04-05-03-03-05；trademark-exam-guide-2021:tmeg-04-06-05-02-01,国际删减,,
国际条约,国际条约,,mid,4,2,copyright-law-rules-2013:cplr-33；copyright-law-rules-2013:cplr-34；copyright-law-rules-2013:cplr-35；patent-law:law-06-08,根据中国参加的国际条约对其表演享有的权利,,
国际注销,国际注销,,mid,4,1,trademark-exam-guide-2021:tmeg-04-02-02；trademark-exam-guide-2021:tmeg-04-02-12-02；trademark-exam-guide-2021:tmeg-04-06-06-03-01；trademark-exam-guide-2021:tmeg-04-06-06-03-02,国际注销,,
核准注册,核准注册,,mid,4,1,trademark-exam-guide-2021:tmeg-01-02-06-03-02；trademark-exam-guide-2021:tmeg-03-01-03-03；trademark-exam-guide-2021:tmeg-03-02-04-03；trademark-exam-guide-2021:tmeg-05-01-06-02-01,已核准注册,,
互惠原则,互惠原则,,mid,4,4,examination-guideline:01-01-04-01；implementation-rules:rule-09-04；patent-law:law-01-17；plant-variety-regulations-2025:pvpr-04-02,该国法律中是否订有依互惠原则给外国人以专利保护的条款,,
基本设计,基本设计,,mid,4,2,examination-guideline:01-03-04-03；examination-guideline:01-03-09；implementation-rules:rule-02-15；implementation-rules:rule-02-24,应当在简要说明中指定其中一项作为基本设计,,
鉴定人,鉴定人,,mid,4,1,ip-evidence-rules-2020:ipev-20；ip-evidence-rules-2020:ipev-21；ip-evidence-rules-2020:ipev-23；ip-evidence-rules-2020:ipev-29,鉴定人,,
扣留,扣留,,mid,4,1,customs-ip-protection-2018:cusr-03-09；customs-ip-protection-2018:cusr-03-13；customs-ip-protection-2018:cusr-03-14；customs-ip-protection-2018:cusr-04-02,自扣留之日起30个工作日内,,
类似群组,类似群组,,mid,4,1,trademark-exam-guide-2021:tmeg-01-02-04-03-05；trademark-exam-guide-2021:tmeg-04-06-05-04；trademark-exam-guide-2021:tmeg-04-06-07-04；trademark-exam-guide-2021:tmeg-06-09-07-05-01-02,类似群组,,
邻接权人,邻接权人,与著作权有关的权利人,mid,4,1,copyright-law-2020:cpl-01-04；copyright-law-2020:cpl-01-08；copyright-law-2020:cpl-05-08；copyright-law-2020:cpl-05-09,与著作权有关的权利人,,
领土延伸,领土延伸,,mid,4,1,trademark-exam-guide-2021:tmeg-01-05-01-03-02；trademark-exam-guide-2021:tmeg-03-02-01-05；trademark-exam-guide-2021:tmeg-04-05-03-02-01；trademark-exam-guide-2021:tmeg-05-04-02-04,领土延伸程序中部分驳回,,
排除、限制竞争,排除、限制竞争,,mid,4,1,anti-monopoly-law-2022:aml-01-07；anti-monopoly-law-2022:aml-05-02；anti-monopoly-law-2022:aml-05-07；anti-monopoly-law-2022:aml-07-03,排除、限制竞争,,
排除、限制竞争效果,排除、限制竞争效果,,mid,4,1,anti-monopoly-law-2022:aml-01-03；anti-monopoly-law-2022:aml-02-03；anti-monopoly-law-2022:aml-04-02；anti-monopoly-law-2022:aml-04-10,排除、限制竞争效果,,
权利要求,权利要求,,mid,4,2,examination-guideline:04-04-05；examination-guideline:04-04-11；examination-guideline:04-04-13；patent-law:law-07-01,放弃部分或全部权利要求,,
商誉,商誉,,mid,4,1,trademark-exam-guide-2021:tmeg-06-01-03-06；trademark-exam-guide-2021:tmeg-06-02-05-05-02；trademark-exam-guide-2021:tmeg-06-15-02-03-02；trademark-exam-guide-2021:tmeg-06-15-02-05,其所承载的商誉是通过商标的使用而获得的,,
申请费,申请费,,mid,4,3,examination-guideline:05-02-01；implementation-rules:rule-10-01；implementation-rules:rule-10-03；plant-variety-regulations-2025:pvpr-04-06,申请费的缴纳期限是自申请日起两个月内,,
实质审查费,实质审查费,,mid,4,2,examination-guideline:01-01-06-04；examination-guideline:03-01-05-09；examination-guideline:05-02-01；implementation-rules:rule-10-01,并在此期限内缴纳实质审查费,,
使用方式,使用方式,,mid,4,1,trademark-exam-guide-2021:tmeg-01-02-03-01-04-02-02；trademark-exam-guide-2021:tmeg-01-02-03-01-04-04-03；trademark-exam-guide-2021:tmeg-06-07-03；trademark-exam-guide-2021:tmeg-06-07-04-02-01,申请人应当在商标说明中说明三维标志商标在商品或服务上的使用方式,,
使用证据,使用证据,,mid,4,1,trademark-exam-guide-2021:tmeg-01-05-01-06；trademark-exam-guide-2021:tmeg-01-05-02-05；trademark-exam-guide-2021:tmeg-06-04-02-03；trademark-exam-guide-2021:tmeg-06-06-05-02-02-05,在规定期限内提交使用证据,,
提供使用证据通知,提供使用证据通知,,mid,4,1,trademark-exam-guide-2021:tmeg-01-05-01-04-02；trademark-exam-guide-2021:tmeg-01-05-01-05；trademark-exam-guide-2021:tmeg-01-05-01-06；trademark-exam-guide-2021:tmeg-01-05-01-08,《提供使用证据通知》,,
统一社会信用代码,统一社会信用代码,,mid,4,2,implementation-rules:rule-02-03；trademark-exam-guide-2021:tmeg-01-01-04-02-01-01-01；trademark-exam-guide-2021:tmeg-01-01-05-01-01-01；trademark-exam-guide-2021:tmeg-01-02-03-04,统一社会信用代码或者身份证件号码,,
违法所得,违法所得,,mid,4,2,copyright-law-2020:cpl-05-05；copyright-law-2020:cpl-05-06；copyright-law-2020:cpl-05-10；patent-law:law-07-05,没收违法所得,,
维持专利权,维持专利权,维持专利权的决定；维持专利权有效,mid,4,3,examination-guideline:04-03-05；examination-guideline:05-08-02；patent-law:law-05-05；implementation-rules:rule-04-09,在无效宣告程序中权利要求书需要修改后才能维持专利权的,,
误导公众,误导公众,,mid,4,1,trademark-exam-guide-2021:tmeg-06-10-02；trademark-exam-guide-2021:tmeg-06-10-05-03-02；trademark-exam-guide-2021:tmeg-06-14-02-02-04-03；trademark-exam-guide-2021:tmeg-06-14-02-02-06-01,误导公众，致使该驰名商标注册人的利益可能受到损害的,,
误认,误认,,mid,4,1,trademark-exam-guide-2021:tmeg-06-03-02-01-03；trademark-exam-guide-2021:tmeg-06-03-02-01-07；trademark-exam-guide-2021:tmeg-06-05-03-05；trademark-exam-guide-2021:tmeg-06-09-07-02-01,公众对产品或服务的来源等产生误认,,
细微差别,细微差别,,mid,4,1,trademark-exam-guide-2021:tmeg-06-05-03-03-01-01；trademark-exam-guide-2021:tmeg-06-05-03-03-01-02；trademark-exam-guide-2021:tmeg-06-05-03-03-01-03；trademark-exam-guide-2021:tmeg-06-05-03-03-01-04,仅文字的字体存在细微差别,,
刑事责任,刑事责任,,mid,4,2,anti-unfair-competition-2025:aucl-04-13；anti-unfair-competition-2025:aucl-04-17；customs-ip-protection-2018:cusr-04-03；customs-ip-protection-2018:cusr-04-04,刑事责任,,
意见陈述书,意见陈述书,,mid,4,2,examination-guideline:02-08-05-01；examination-guideline:03-01-05-12；examination-guideline:05-10-06；oa-response-guide:oa-02-08,申请人的答复可以仅仅是意见陈述书,,
原申请,原申请,,mid,4,2,examination-guideline:01-01-05；examination-guideline:02-06-03；implementation-rules:rule-03-07；implementation-rules:rule-03-08,分案申请应当在请求书中填写原申请的申请号和申请日,,
在先商标,在先商标,,mid,4,1,trademark-exam-guide-2021:tmeg-06-05-03-02-02-01；trademark-exam-guide-2021:tmeg-06-05-03-02-02-02；trademark-exam-guide-2021:tmeg-06-05-03-04-01-12；trademark-exam-guide-2021:tmeg-06-09-07-05-01-02,应考虑在先商标的显著性,,
真实使用意图,真实使用意图,,mid,4,1,trademark-exam-guide-2021:tmeg-06-01-01-05；trademark-exam-guide-2021:tmeg-06-02-05-01；trademark-exam-guide-2021:tmeg-06-02-05-05-01；trademark-exam-guide-2021:tmeg-06-02-05-05-08,应当有真实使用意图，以满足商标使用需求为目的,,
质权登记,质权登记,,mid,4,1,trademark-exam-guide-2021:tmeg-03-01-01-06-01；trademark-exam-guide-2021:tmeg-03-02-01-09-01；trademark-exam-guide-2021:tmeg-03-02-01-09-02；trademark-exam-guide-2021:tmeg-03-02-03-03-02,变更申请商标已经办理了质权登记或已被查封的,,
质押,质押,,mid,4,2,examination-guideline:05-08-01-02；trademark-exam-guide-2021:tmeg-01-05-01-04-02；trademark-exam-guide-2021:tmeg-03-01-01-07-02；trademark-exam-guide-2021:tmeg-03-02-02-04,专利权的质押、保全及其解除,,
专利性国际初步报告,专利性国际初步报告,,mid,4,1,examination-guideline:03-01-03；examination-guideline:03-01-07；examination-guideline:03-02-04；examination-guideline:03-02-05,专利性国际初步报告之后附有相应内容,,
字号,字号,,mid,4,2,anti-unfair-competition-2025:aucl-02-01；trademark-exam-guide-2021:tmeg-06-14-02-02-01-02；trademark-exam-guide-2021:tmeg-06-15-02-05；trademark-exam-guide-2021:tmeg-06-16-02-02-02-02,企业名称中的字号,,
保藏证明,保藏证明,,mid,3,2,examination-guideline:01-01-05；implementation-rules:rule-02-11；implementation-rules:rule-11-08,自申请日起四个月内提交保藏单位出具的保藏证明和存活证明,,
驰名商标保护记录,驰名商标保护记录,,mid,3,1,trademark-exam-guide-2021:tmeg-06-10-05-04-02；trademark-exam-guide-2021:tmeg-06-10-05-04-03；trademark-exam-guide-2021:tmeg-06-10-05-04-05,该商标作为驰名商标受保护的记录,,
答辩材料,答辩材料,,mid,3,1,trademark-exam-guide-2021:tmeg-01-04-04-01；trademark-exam-guide-2021:tmeg-01-04-04-02；trademark-exam-guide-2021:tmeg-04-03-03-04,答辩材料,,
电子档案,电子档案,,mid,3,1,trademark-exam-guide-2021:tmeg-05-05-01；trademark-exam-guide-2021:tmeg-05-05-02-02；trademark-exam-guide-2021:tmeg-05-05-02-03,电子档案,,
独占许可,独占许可,,mid,3,3,examination-guideline:05-11-03；implementation-rules:rule-06-02；patent-law:law-06-04,专利权处于独占或者排他许可有效期限内的,,
复审请求人,复审请求人,,mid,3,2,examination-guideline:04-04-05；implementation-rules:rule-04-01；implementation-rules:rule-04-04,由复审请求人进行陈述,,
复审通知书,复审通知书,,mid,3,2,examination-guideline:04-02-04；implementation-rules:rule-04-02；implementation-rules:rule-04-03,合议组应当发出复审通知书（包括复审请求口头审理通知书）,,
复制、摹仿或者翻译,复制、摹仿或者翻译,,mid,3,1,trademark-exam-guide-2021:tmeg-06-10-02；trademark-exam-guide-2021:tmeg-06-10-05-03-01；trademark-exam-guide-2021:tmeg-06-10-05-03-02,是复制、摹仿或者翻译他人未在中国注册的驰名商标,,
更正撤回,更正撤回,,mid,3,1,trademark-exam-guide-2021:tmeg-04-06-07-03-02；trademark-exam-guide-2021:tmeg-04-06-08-02-02；trademark-exam-guide-2021:tmeg-04-06-09-02-02,更正撤回或者有其他不符合法律规定的情形,,
公序良俗,公序良俗,,mid,3,1,trademark-exam-guide-2021:tmeg-03-02-01-07；trademark-exam-guide-2021:tmeg-06-14-02-02-04-03；trademark-exam-guide-2021:tmeg-06-14-02-02-05-03,社会公共利益、公共秩序或公序良俗,,
共有权利,共有权利,,mid,3,2,examination-guideline:05-01-08；trademark-exam-guide-2021:tmeg-01-01-04-01；trademark-exam-guide-2021:tmeg-05-01-03-02,办理直接涉及共有权利的手续,,
国际部分转让,国际部分转让,,mid,3,1,trademark-exam-guide-2021:tmeg-04-05-03-03-03；trademark-exam-guide-2021:tmeg-04-05-03-03-04；trademark-exam-guide-2021:tmeg-04-05-03-03-07,更正分拣为国际部分转让,,
国际检索报告,国际检索报告,,mid,3,1,examination-guideline:03-01-03；examination-guideline:03-01-07；examination-guideline:03-02-04,国际检索报告不包含在首次公布的国际公布文本A2中,,
国际阶段,国际阶段,,mid,3,1,implementation-rules:rule-11-05；implementation-rules:rule-11-06；implementation-rules:rule-11-16,在国际阶段，国际申请被撤回或者被视为撤回,,
国际商标公告,国际商标公告,,mid,3,1,trademark-exam-guide-2021:tmeg-04-03-02-01；trademark-exam-guide-2021:tmeg-04-03-02-03；trademark-exam-guide-2021:tmeg-04-03-02-05-02,世界知识产权组织《国际商标公告》出版的次月1日起算,,
合议组,合议组,,mid,3,1,examination-guideline:04-01-03；examination-guideline:04-02-04；examination-guideline:04-04-04,其中包括组长一人、主审员一人、参审员一或三人,,
核准,核准,,mid,3,1,trademark-exam-guide-2021:tmeg-03-01-02-04；trademark-exam-guide-2021:tmeg-03-01-03-04；trademark-exam-guide-2021:tmeg-03-01-04-06,可能作出的审查结论有补正、核准、不予核准三种,,
后续业务,后续业务,,mid,3,1,trademark-exam-guide-2021:tmeg-04-02-14；trademark-exam-guide-2021:tmeg-04-05-03-03-01；trademark-exam-guide-2021:tmeg-04-05-03-03-02,完成马德里商标国际注册后续业务形式审查之前,,
后续业务申请,后续业务申请,,mid,3,1,trademark-exam-guide-2021:tmeg-04-02-12-01；trademark-exam-guide-2021:tmeg-04-02-12-03；trademark-exam-guide-2021:tmeg-04-02-13,办理马德里商标国际注册各项后续业务申请时,,
经常居所,经常居所,,mid,3,3,examination-guideline:03-01-05-01；implementation-rules:rule-02-22；plant-variety-regulations-2025:pvpr-04-02,在中国内地没有经常居所或者营业所的外国申请人,,
来源混淆,来源混淆,,mid,3,1,trademark-exam-guide-2021:tmeg-06-05-03-02-02-01；trademark-exam-guide-2021:tmeg-06-05-03-02-02-04；trademark-exam-guide-2021:tmeg-06-05-03-02-02-05,判断是否易导致来源混淆,,
滥用职权,滥用职权,,mid,3,3,anti-unfair-competition-2025:aucl-04-16；customs-ip-protection-2018:cusr-04-04；patent-law:law-07-17,滥用职权,,
马德里国际注册商标注册人,马德里国际注册商标注册人,,mid,3,1,trademark-exam-guide-2021:tmeg-04-02-07-02；trademark-exam-guide-2021:tmeg-04-02-08-02；trademark-exam-guide-2021:tmeg-04-02-09-02,马德里国际注册商标注册人,,
民事责任,民事责任,,mid,3,3,anti-monopoly-law-2022:aml-07-05；anti-unfair-competition-2025:aucl-04-13；copyright-law-2020:cpl-05-04,给他人造成损失的，依法承担民事责任,,
排他许可,排他许可,,mid,3,3,examination-guideline:05-11-03；implementation-rules:rule-06-02；patent-law:law-06-04,专利权处于独占或者排他许可有效期限内的,,
平面商标,平面商标,,mid,3,1,trademark-exam-guide-2021:tmeg-06-06-05-02-04-02-01；trademark-exam-guide-2021:tmeg-06-06-05-02-04-02-02；trademark-exam-guide-2021:tmeg-06-07-04-02-03-02,在先的平面商标,,
平台经营者,平台经营者,,mid,3,1,anti-unfair-competition-2025:aucl-02-08；anti-unfair-competition-2025:aucl-03-06；anti-unfair-competition-2025:aucl-04-09,平台经营者不得强制或者变相强制平台内经营者按照其定价规则,,
普通商标,普通商标,,mid,3,1,trademark-exam-guide-2021:tmeg-06-05-03-05；trademark-exam-guide-2021:tmeg-06-09-07-02-03；trademark-exam-guide-2021:tmeg-06-10-05-01,在审查该普通商标时除引证在先文字完全相同的证明商标外,,
普通许可,普通许可,,mid,3,2,ic-layout-regulations-2026:icld-04-03；patent-law:law-01-14；patent-law:law-06-04,普通许可,,
其他含义或者特定的表现形式,其他含义或者特定的表现形式,,mid,3,1,trademark-exam-guide-2021:tmeg-06-03-02-02-03；trademark-exam-guide-2021:tmeg-06-03-02-02-04；trademark-exam-guide-2021:tmeg-06-03-02-02-05,具有明确的其他含义或者特定的表现形式,,
企业字号,企业字号,,mid,3,1,trademark-exam-guide-2021:tmeg-06-01-01-03；trademark-exam-guide-2021:tmeg-06-02-05-03-03；trademark-exam-guide-2021:tmeg-06-02-05-05-04,已登记使用并有一定影响的企业字号,,
三维形状,三维形状,,mid,3,1,trademark-exam-guide-2021:tmeg-06-06-05-02-04-01-03；trademark-exam-guide-2021:tmeg-06-06-05-02-04-02-02；trademark-exam-guide-2021:tmeg-06-06-05-03,不具有显著特征的三维形状,,
商标国际异议申请,商标国际异议申请,,mid,3,1,trademark-exam-guide-2021:tmeg-04-03-02-05-03；trademark-exam-guide-2021:tmeg-04-03-02-06；trademark-exam-guide-2021:tmeg-04-03-05-03,委托代理事项应当为“商标国际异议申请”,,
商标失效,商标失效,商标已经失效,mid,3,1,trademark-exam-guide-2021:tmeg-04-06-07-03-02；trademark-exam-guide-2021:tmeg-04-06-08-02-02；trademark-exam-guide-2021:tmeg-04-06-09-02-02,商标已经失效,,
商标使用方式,商标使用方式,,mid,3,1,trademark-exam-guide-2021:tmeg-01-02-04-02-02；trademark-exam-guide-2021:tmeg-01-02-04-03-02；trademark-exam-guide-2021:tmeg-06-05-03-02-02-05,报送商标使用方式的,,
商标注册部门,商标注册部门,,mid,3,1,trademark-exam-guide-2021:tmeg-04-02-08-02；trademark-exam-guide-2021:tmeg-04-02-09-02；trademark-exam-guide-2021:tmeg-05-03-01-01-02,该代理机构需已在商标注册部门备案,,
商标注册证明,商标注册证明,,mid,3,1,trademark-exam-guide-2021:tmeg-05-04-02-04；trademark-exam-guide-2021:tmeg-05-04-02-06-01；trademark-exam-guide-2021:tmeg-05-04-02-06-02,允许申请人申请出具其中的部分类别的商标注册证明,,
商标转让合同,商标转让合同,,mid,3,1,trademark-exam-guide-2021:tmeg-03-02-01-02-03-01；trademark-exam-guide-2021:tmeg-03-02-01-02-03-02；trademark-exam-guide-2021:tmeg-03-02-01-02-03-03,商标转让合同,,
商标转让受让人,商标转让受让人,,mid,3,1,trademark-exam-guide-2021:tmeg-01-01-04-03-01-01-01；trademark-exam-guide-2021:tmeg-01-01-04-03-01-02；trademark-exam-guide-2021:tmeg-01-01-04-03-02,商标注册申请人、商标转让受让人填写的联系地址,,
商业规则和方法特征,商业规则和方法特征,,mid,3,1,examination-guideline:02-09-06-01；examination-guideline:02-09-06-02；examination-guideline:02-09-06-03,该方法中包含的特征全部是与返利规则相关的商业规则和方法特征,,
申请权,申请权,,mid,3,2,examination-guideline:03-01-05-10；plant-variety-regulations-2025:pvpr-02-05；plant-variety-regulations-2025:pvpr-07-04,变更后的申请人享有申请权的证明材料,,
申请人主体资格,申请人主体资格,,mid,3,1,trademark-exam-guide-2021:tmeg-06-09-07-01；trademark-exam-guide-2021:tmeg-06-09-07-03-01-01；trademark-exam-guide-2021:tmeg-06-09-07-03-02-01,申请人主体资格、使用管理规则等特有事项的审查,,
世界知识产权组织,世界知识产权组织,,mid,3,2,examination-guideline:05-05-06；trademark-exam-guide-2021:tmeg-01-05-01-04-01；trademark-exam-guide-2021:tmeg-04-03-03-01,或世界知识产权组织国际局提交专利国际申请,,
市场份额,市场份额,,mid,3,1,anti-monopoly-law-2022:aml-03-02；anti-monopoly-law-2022:aml-03-03；anti-monopoly-law-2022:aml-04-09,该经营者在相关市场的市场份额,,
受理局,受理局,,mid,3,2,examination-guideline:03-01-05-10；examination-guideline:03-01-05-11；implementation-rules:rule-11-11,或受理局的要求,,
算法特征,算法特征,,mid,3,1,examination-guideline:02-09-06-01；examination-guideline:02-09-06-02；examination-guideline:02-09-06-03,对于包含算法特征或商业规则和方法特征的发明专利申请,,
同日申请,同日申请,,mid,3,3,examination-guideline:04-07；implementation-rules:rule-05-02；patent-law:law-01-09,同一专利权人同日（仅指申请日）申请的一项实用新型专利权和一项发明专利权,,
图形商标,图形商标,,mid,3,1,trademark-exam-guide-2021:tmeg-02-03-02-01；trademark-exam-guide-2021:tmeg-02-03-03-03；trademark-exam-guide-2021:tmeg-06-05-03-03-02,应仅根据图形商标的实际形状进行分类,,
玩忽职守,玩忽职守,,mid,3,3,anti-unfair-competition-2025:aucl-04-16；customs-ip-protection-2018:cusr-04-04；patent-law:law-07-17,玩忽职守,,
无效宣告请求费,无效宣告请求费,,mid,3,2,examination-guideline:05-02-01；implementation-rules:rule-10-01；implementation-rules:rule-10-07,著录事项变更费、专利权评价报告请求费、无效宣告请求费的缴纳期限,,
显著部分,显著部分,,mid,3,1,trademark-exam-guide-2021:tmeg-02-03-03-05；trademark-exam-guide-2021:tmeg-06-03-02-02-08-02-03；trademark-exam-guide-2021:tmeg-06-04-02-02-04-02,商标以文字或字母为显著部分,,
行业协会,行业协会,,mid,3,1,anti-monopoly-law-2022:aml-01-14；anti-monopoly-law-2022:aml-02-06；anti-monopoly-law-2022:aml-07-01,行业协会,,
行政裁决,行政裁决,,mid,3,2,ic-layout-regulations-2026:icld-04-09；ic-layout-regulations-2026:icld-04-10；patent-law:law-07-13,作出行政裁决,,
行政诉讼,行政诉讼,,mid,3,3,anti-unfair-competition-2025:aucl-04-15；ip-evidence-rules-2020:ipev-06；trademark-exam-guide-2021:tmeg-04-06-03-08,行政诉讼,,
虚假交易,虚假交易,,mid,3,1,anti-unfair-competition-2025:aucl-02-03；anti-unfair-competition-2025:aucl-02-07；anti-unfair-competition-2025:aucl-04-04,组织虚假交易、虚假评价,,
虚假评价,虚假评价,,mid,3,1,anti-unfair-competition-2025:aucl-02-03；anti-unfair-competition-2025:aucl-02-07；anti-unfair-competition-2025:aucl-04-04,组织虚假交易、虚假评价,,
徇私舞弊,徇私舞弊,,mid,3,3,anti-unfair-competition-2025:aucl-04-16；customs-ip-protection-2018:cusr-04-04；patent-law:law-07-17,徇私舞弊,,
一标多类,一标多类,,mid,3,1,trademark-exam-guide-2021:tmeg-01-03-03-03-01；trademark-exam-guide-2021:tmeg-03-03-04；trademark-exam-guide-2021:tmeg-05-04-02-04,一标多类,,
译文改正费,译文改正费,,mid,3,2,examination-guideline:03-01-05-08；examination-guideline:03-01-07；implementation-rules:rule-11-14,并且缴纳规定的译文改正费,,
优先权期限,优先权期限,,mid,3,2,examination-guideline:05-07-06；implementation-rules:rule-02-19；implementation-rules:rule-11-11,优先权期限,,
在先使用人,在先使用人,,mid,3,1,trademark-exam-guide-2021:tmeg-06-02-05-04；trademark-exam-guide-2021:tmeg-06-12-02-02；trademark-exam-guide-2021:tmeg-06-15-02-04,向商标在先使用人或者他人强迫商业合作,,
证据材料,证据材料,,mid,3,2,ip-evidence-rules-2020:ipev-14；trademark-exam-guide-2021:tmeg-01-05-02-02；trademark-exam-guide-2021:tmeg-01-05-02-03,拆装证据实物、篡改证据材料或者实施其他破坏证据的行为,,
纸质档案,纸质档案,,mid,3,1,trademark-exam-guide-2021:tmeg-05-05-01；trademark-exam-guide-2021:tmeg-05-05-02-02；trademark-exam-guide-2021:tmeg-05-05-02-03,纸质档案,,
指定局,指定局,,mid,3,1,examination-guideline:03-01-03；examination-guideline:03-01-05-10；examination-guideline:03-01-05-11,指定局根据申请人的明确的请求,,
注册人名称或地址变更,注册人名称或地址变更,,mid,3,1,trademark-exam-guide-2021:tmeg-04-02-02；trademark-exam-guide-2021:tmeg-04-02-04-01；trademark-exam-guide-2021:tmeg-04-02-12-02,注册人名称或地址变更,,
注册商标专用权,注册商标专用权,,mid,3,1,trademark-exam-guide-2021:tmeg-03-02-02-04；trademark-exam-guide-2021:tmeg-03-02-05-04；trademark-exam-guide-2021:tmeg-06-02-05-03-06,许可人的注册商标专用权上应不存在限制,,
专利保护的客体,专利保护的客体,,mid,3,1,examination-guideline:02-09-02；examination-guideline:02-09-03；examination-guideline:02-09-04,则该权利要求属于智力活动的规则和方法，不属于专利保护的客体,,
